"","site_name","Species_1","Species_2","time_interval"
"54","site 3","dog","coyote",8.63611111111111
"55","site 3","dog","coyote",8.53166666666667
"56","site 3","dog","coyote",8.4125
"57","site 3","dog","coyote",8.29388888888889
"58","site 3","dog","coyote",8.25833333333333
"59","site 3","dog","coyote",8.25694444444444
"60","site 3","dog","coyote",8.14444444444444
"61","site 3","dog","coyote",8.14305555555556
"62","site 3","dog","coyote",8.07805555555556
"63","site 3","dog","coyote",8.0475
"64","site 3","dog","coyote",7.9225
"65","site 3","dog","coyote",7.87805555555556
"66","site 3","dog","coyote",7.75166666666667
"67","site 3","dog","coyote",7.56805555555556
"68","site 3","dog","coyote",7.53305555555556
"69","site 3","dog","coyote",7.48361111111111
"70","site 3","dog","coyote",7.47055555555556
"71","site 3","dog","coyote",7.41888888888889
"72","site 3","dog","coyote",7.39583333333333
"73","site 3","dog","coyote",7.35222222222222
"74","site 3","dog","coyote",7.35083333333333
"75","site 3","dog","coyote",7.1775
"76","site 3","dog","coyote",7.15694444444444
"77","site 3","dog","coyote",7.03805555555556
"78","site 3","dog","coyote",7.00361111111111
"79","site 3","dog","coyote",6.82861111111111
"80","site 3","dog","coyote",6.82722222222222
"81","site 3","dog","coyote",6.7175
"82","site 3","dog","coyote",6.64611111111111
"83","site 3","dog","coyote",6.61972222222222
"84","site 3","dog","coyote",6.53527777777778
"85","site 3","dog","coyote",6.51138888888889
"86","site 3","dog","coyote",6.49888888888889
"87","site 3","dog","coyote",6.4975
"88","site 3","dog","coyote",6.48666666666667
"89","site 3","dog","coyote",6.44833333333333
"90","site 3","dog","coyote",6.42305555555556
"91","site 3","dog","coyote",6.37583333333333
"92","site 3","dog","coyote",6.26555555555556
"93","site 3","dog","coyote",6.23583333333333
"94","site 3","dog","coyote",6.20333333333333
"95","site 3","dog","coyote",6.165
"96","site 3","dog","coyote",6.0175
"97","site 3","dog","coyote",5.89027777777778
"98","site 3","dog","coyote",5.77611111111111
"99","site 3","dog","coyote",5.71805555555556
"100","site 3","dog","coyote",5.70805555555556
"101","site 3","dog","coyote",5.69055555555556
"102","site 3","dog","coyote",5.63222222222222
"103","site 3","dog","coyote",5.52555555555556
"104","site 3","dog","coyote",5.51388888888889
"105","site 3","dog","coyote",5.30472222222222
"106","site 3","dog","coyote",5.16444444444444
"107","site 3","dog","coyote",5.02166666666667
"108","site 3","dog","coyote",4.96611111111111
"109","site 3","dog","coyote",4.82138888888889
"110","site 3","dog","coyote",4.81
"111","site 3","dog","coyote",4.80861111111111
"112","site 3","dog","coyote",4.27972222222222
"113","site 3","dog","coyote",4.19166666666667
"114","site 3","dog","coyote",3.2125
"115","site 3","dog","coyote",2.81388888888889
"116","site 3","dog","coyote",0.711944444444444
"117","site 3","dog","coyote",0.314722222222222
"118","site 3","coyote","dog",0.00111111111111111
"119","site 3","coyote","dog",0.446388888888889
"120","site 3","coyote","dog",7.18694444444444
"121","site 3","coyote","dog",7.24666666666667
"122","site 3","coyote","dog",7.42611111111111
"123","site 3","coyote","dog",7.57222222222222
"124","site 3","coyote","dog",7.59888888888889
"125","site 3","coyote","dog",7.60027777777778
"126","site 3","coyote","dog",7.63111111111111
"127","site 3","coyote","dog",7.66694444444444
"128","site 3","coyote","dog",7.69138888888889
"129","site 3","coyote","dog",7.70166666666667
"130","site 3","coyote","dog",7.82
"131","site 3","coyote","dog",7.94333333333333
"132","site 3","coyote","dog",8.25388888888889
"133","site 3","coyote","dog",8.3725
"134","site 3","coyote","dog",8.54583333333333
"135","site 3","coyote","dog",8.76222222222222
"136","site 3","coyote","dog",8.78388888888889
"137","site 3","coyote","dog",8.80138888888889
"138","site 3","coyote","dog",8.89888888888889
"139","site 3","coyote","dog",9.02916666666667
"140","site 3","coyote","dog",9.05416666666667
"141","site 3","coyote","dog",9.05555555555556
"142","site 3","coyote","dog",9.17861111111111
"143","site 3","coyote","dog",9.25666666666667
"144","site 3","coyote","dog",9.28
"145","site 3","coyote","dog",9.29472222222222
"146","site 3","coyote","dog",9.4175
"147","site 3","coyote","dog",9.43111111111111
"148","site 3","coyote","dog",9.4325
"149","site 3","coyote","dog",9.46222222222222
"150","site 3","coyote","dog",9.56527777777778
"151","site 3","coyote","dog",9.81444444444444
"152","site 3","coyote","dog",9.87
"153","site 3","coyote","dog",9.88888888888889
"154","site 3","coyote","dog",10.0138888888889
"155","site 3","coyote","dog",10.0413888888889
"156","site 3","coyote","dog",10.1533333333333
"157","site 3","coyote","dog",10.2722222222222
"158","site 3","coyote","dog",10.2888888888889
"159","site 3","coyote","dog",10.3333333333333
"160","site 3","coyote","dog",10.3611111111111
"161","site 3","coyote","dog",10.5008333333333
"162","site 3","coyote","dog",10.5444444444444
"163","site 3","coyote","dog",10.6141666666667
"164","site 3","coyote","dog",10.6572222222222
"165","site 3","coyote","dog",10.6927777777778
"166","site 3","coyote","dog",10.7186111111111
"167","site 3","coyote","dog",10.72
"168","site 3","coyote","dog",10.7555555555556
"169","site 3","coyote","dog",10.7808333333333
"170","site 3","coyote","dog",11.1127777777778
"171","site 3","coyote","dog",11.2844444444444
"172","site 3","coyote","dog",11.3058333333333
"173","site 3","coyote","dog",11.4444444444444
"174","site 3","coyote","dog",11.4594444444444
"175","site 3","coyote","dog",11.5136111111111
"176","site 3","coyote","dog",11.5425
"177","site 3","coyote","dog",11.8327777777778
"178","site 3","coyote","dog",11.8338888888889
"179","site 3","coyote","dog",11.9813888888889
"180","site 3","dog","coyote",11.9791666666667
"181","site 3","dog","coyote",11.8083333333333
"182","site 3","dog","coyote",11.7819444444444
"183","site 3","dog","coyote",11.6516666666667
"184","site 3","dog","coyote",11.9694444444444
"185","site 3","dog","coyote",11.5805555555556
"186","site 3","dog","coyote",11.8983333333333
"187","site 3","dog","coyote",11.9597222222222
"188","site 3","dog","coyote",11.4675
"189","site 3","dog","coyote",11.7852777777778
"190","site 3","dog","coyote",11.8466666666667
"191","site 3","dog","coyote",11.9869444444444
"192","site 3","dog","coyote",11.1877777777778
"193","site 3","dog","coyote",11.5055555555556
"194","site 3","dog","coyote",11.5669444444444
"195","site 3","dog","coyote",11.7072222222222
"196","site 3","dog","coyote",11.1527777777778
"197","site 3","dog","coyote",11.4705555555556
"198","site 3","dog","coyote",11.5319444444444
"199","site 3","dog","coyote",11.6722222222222
"200","site 3","dog","coyote",10.9358333333333
"201","site 3","dog","coyote",11.2536111111111
"202","site 3","dog","coyote",11.315
"203","site 3","dog","coyote",11.4552777777778
"204","site 3","dog","coyote",10.8252777777778
"205","site 3","dog","coyote",11.1430555555556
"206","site 3","dog","coyote",11.2044444444444
"207","site 3","dog","coyote",11.3447222222222
"208","site 3","dog","coyote",10.8238888888889
"209","site 3","dog","coyote",11.1416666666667
"210","site 3","dog","coyote",11.2030555555556
"211","site 3","dog","coyote",11.3433333333333
"212","site 3","dog","coyote",10.44
"213","site 3","dog","coyote",10.7577777777778
"214","site 3","dog","coyote",10.8191666666667
"215","site 3","dog","coyote",10.9594444444444
"216","site 3","dog","coyote",10.0966666666667
"217","site 3","dog","coyote",10.4144444444444
"218","site 3","dog","coyote",10.4758333333333
"219","site 3","dog","coyote",10.6161111111111
"220","site 3","dog","coyote",10.0675
"221","site 3","dog","coyote",10.3852777777778
"222","site 3","dog","coyote",10.4466666666667
"223","site 3","dog","coyote",10.5869444444444
"224","site 3","dog","coyote",9.97111111111111
"225","site 3","dog","coyote",10.2888888888889
"226","site 3","dog","coyote",10.3502777777778
"227","site 3","dog","coyote",10.4905555555556
"228","site 3","dog","coyote",9.81555555555556
"229","site 3","dog","coyote",10.1333333333333
"230","site 3","dog","coyote",10.1947222222222
"231","site 3","dog","coyote",10.335
"232","site 3","dog","coyote",9.79027777777778
"233","site 3","dog","coyote",10.1080555555556
"234","site 3","dog","coyote",10.1694444444444
"235","site 3","dog","coyote",10.3097222222222
"236","site 3","dog","coyote",9.49
"237","site 3","dog","coyote",9.80777777777778
"238","site 3","dog","coyote",9.86916666666667
"239","site 3","dog","coyote",10.0094444444444
"240","site 3","dog","coyote",9.23638888888889
"241","site 3","dog","coyote",9.55416666666667
"242","site 3","dog","coyote",9.61555555555556
"243","site 3","dog","coyote",9.75583333333333
"244","site 3","dog","coyote",8.94
"245","site 3","dog","coyote",9.25777777777778
"246","site 3","dog","coyote",9.31916666666667
"247","site 3","dog","coyote",9.45944444444445
"248","site 3","dog","coyote",8.75388888888889
"249","site 3","dog","coyote",9.07166666666667
"250","site 3","dog","coyote",9.13305555555556
"251","site 3","dog","coyote",9.27333333333333
"252","site 3","dog","coyote",7.655
"253","site 3","dog","coyote",7.97277777777778
"254","site 3","dog","coyote",8.03416666666667
"255","site 3","dog","coyote",8.17444444444445
"256","site 3","dog","coyote",7.31277777777778
"257","site 3","dog","coyote",7.63055555555556
"258","site 3","dog","coyote",7.69194444444444
"259","site 3","dog","coyote",7.83222222222222
"260","site 3","dog","coyote",4.15611111111111
"261","site 3","dog","coyote",4.47388888888889
"262","site 3","dog","coyote",4.53527777777778
"263","site 3","dog","coyote",4.67555555555556
"264","site 3","dog","coyote",4.15472222222222
"265","site 3","dog","coyote",4.4725
"266","site 3","dog","coyote",4.53388888888889
"267","site 3","dog","coyote",4.67416666666667
"268","site 3","coyote","dog",3.23
"269","site 3","coyote","dog",3.77194444444444
"270","site 3","coyote","dog",3.87388888888889
"271","site 3","coyote","dog",3.8925
"272","site 3","coyote","dog",3.91416666666667
"273","site 3","coyote","dog",4.02222222222222
"274","site 3","coyote","dog",4.0475
"275","site 3","coyote","dog",4.40888888888889
"276","site 3","coyote","dog",4.41027777777778
"277","site 3","coyote","dog",4.50138888888889
"278","site 3","coyote","dog",4.55111111111111
"279","site 3","coyote","dog",4.65638888888889
"280","site 3","coyote","dog",4.85888888888889
"281","site 3","coyote","dog",4.95138888888889
"282","site 3","coyote","dog",5.0475
"283","site 3","coyote","dog",5.10694444444444
"284","site 3","coyote","dog",5.41527777777778
"285","site 3","coyote","dog",5.46083333333333
"286","site 3","coyote","dog",5.47472222222222
"287","site 3","coyote","dog",5.63722222222222
"288","site 3","coyote","dog",5.65083333333333
"289","site 3","coyote","dog",5.67527777777778
"290","site 3","coyote","dog",5.77555555555556
"291","site 3","coyote","dog",5.78555555555556
"292","site 3","coyote","dog",5.78694444444444
"293","site 3","coyote","dog",5.84833333333333
"294","site 3","coyote","dog",6.07944444444444
"295","site 3","coyote","dog",6.11861111111111
"296","site 3","coyote","dog",6.24416666666667
"297","site 3","coyote","dog",6.36722222222222
"298","site 3","coyote","dog",6.55611111111111
"299","site 3","coyote","dog",6.76861111111111
"300","site 3","coyote","dog",7.01972222222222
"301","site 3","coyote","dog",7.04888888888889
"302","site 3","coyote","dog",7.25916666666667
"303","site 3","coyote","dog",7.31333333333333
"304","site 3","coyote","dog",7.35083333333333
"305","site 3","coyote","dog",7.35222222222222
"306","site 3","coyote","dog",7.495
"307","site 3","coyote","dog",7.49638888888889
"308","site 3","coyote","dog",7.55305555555556
"309","site 3","coyote","dog",7.76388888888889
"310","site 3","coyote","dog",7.78194444444444
"311","site 3","coyote","dog",7.82888888888889
"312","site 3","coyote","dog",7.84305555555556
"313","site 3","coyote","dog",7.85583333333333
"314","site 3","coyote","dog",7.91166666666667
"315","site 3","coyote","dog",8.11222222222222
"316","site 3","coyote","dog",8.15944444444444
"317","site 3","coyote","dog",8.77555555555556
"318","site 3","coyote","dog",8.86666666666667
"319","site 3","coyote","dog",9.02944444444444
"320","site 3","coyote","dog",9.05416666666667
"321","site 3","coyote","dog",9.29666666666667
"322","site 3","coyote","dog",9.31611111111111
"323","site 3","coyote","dog",9.34972222222222
"324","site 3","coyote","dog",9.60722222222222
"325","site 3","coyote","dog",9.68333333333333
"326","site 3","coyote","dog",9.76777777777778
"327","site 3","coyote","dog",9.92305555555556
"328","site 3","coyote","dog",10.1113888888889
"329","site 3","coyote","dog",10.6286111111111
"330","site 3","coyote","dog",10.9133333333333
"331","site 3","coyote","dog",10.9775
"332","site 3","coyote","dog",11.0938888888889
"333","site 3","coyote","dog",11.2230555555556
"334","site 3","coyote","dog",11.46
"335","site 3","coyote","dog",11.5541666666667
"336","site 3","coyote","dog",11.5947222222222
"337","site 3","coyote","dog",11.6161111111111
"338","site 3","coyote","dog",2.91222222222222
"339","site 3","coyote","dog",3.45416666666667
"340","site 3","coyote","dog",3.55611111111111
"341","site 3","coyote","dog",3.57472222222222
"342","site 3","coyote","dog",3.59638888888889
"343","site 3","coyote","dog",3.70444444444444
"344","site 3","coyote","dog",3.72972222222222
"345","site 3","coyote","dog",4.09111111111111
"346","site 3","coyote","dog",4.0925
"347","site 3","coyote","dog",4.18361111111111
"348","site 3","coyote","dog",4.23333333333333
"349","site 3","coyote","dog",4.33861111111111
"350","site 3","coyote","dog",4.54111111111111
"351","site 3","coyote","dog",4.63361111111111
"352","site 3","coyote","dog",4.72972222222222
"353","site 3","coyote","dog",4.78916666666667
"354","site 3","coyote","dog",5.0975
"355","site 3","coyote","dog",5.14305555555556
"356","site 3","coyote","dog",5.15694444444444
"357","site 3","coyote","dog",5.31944444444444
"358","site 3","coyote","dog",5.33305555555556
"359","site 3","coyote","dog",5.3575
"360","site 3","coyote","dog",5.45777777777778
"361","site 3","coyote","dog",5.46777777777778
"362","site 3","coyote","dog",5.46916666666667
"363","site 3","coyote","dog",5.53055555555556
"364","site 3","coyote","dog",5.76166666666667
"365","site 3","coyote","dog",5.80083333333333
"366","site 3","coyote","dog",5.92638888888889
"367","site 3","coyote","dog",6.04944444444444
"368","site 3","coyote","dog",6.23833333333333
"369","site 3","coyote","dog",6.45083333333333
"370","site 3","coyote","dog",6.70194444444444
"371","site 3","coyote","dog",6.73111111111111
"372","site 3","coyote","dog",6.94138888888889
"373","site 3","coyote","dog",6.99555555555556
"374","site 3","coyote","dog",7.03305555555556
"375","site 3","coyote","dog",7.03444444444444
"376","site 3","coyote","dog",7.17722222222222
"377","site 3","coyote","dog",7.17861111111111
"378","site 3","coyote","dog",7.23527777777778
"379","site 3","coyote","dog",7.44611111111111
"380","site 3","coyote","dog",7.46416666666667
"381","site 3","coyote","dog",7.51111111111111
"382","site 3","coyote","dog",7.52527777777778
"383","site 3","coyote","dog",7.53805555555556
"384","site 3","coyote","dog",7.59388888888889
"385","site 3","coyote","dog",7.79444444444444
"386","site 3","coyote","dog",7.84166666666667
"387","site 3","coyote","dog",8.45777777777778
"388","site 3","coyote","dog",8.54888888888889
"389","site 3","coyote","dog",8.71166666666667
"390","site 3","coyote","dog",8.73638888888889
"391","site 3","coyote","dog",8.97888888888889
"392","site 3","coyote","dog",8.99833333333333
"393","site 3","coyote","dog",9.03194444444444
"394","site 3","coyote","dog",9.28944444444445
"395","site 3","coyote","dog",9.36555555555556
"396","site 3","coyote","dog",9.45
"397","site 3","coyote","dog",9.60527777777778
"398","site 3","coyote","dog",9.79361111111111
"399","site 3","coyote","dog",10.3108333333333
"400","site 3","coyote","dog",10.5955555555556
"401","site 3","coyote","dog",10.6597222222222
"402","site 3","coyote","dog",10.7761111111111
"403","site 3","coyote","dog",10.9052777777778
"404","site 3","coyote","dog",11.1422222222222
"405","site 3","coyote","dog",11.2363888888889
"406","site 3","coyote","dog",11.2769444444444
"407","site 3","coyote","dog",11.2983333333333
"408","site 3","coyote","dog",11.7038888888889
"409","site 3","coyote","dog",11.8969444444444
"410","site 3","coyote","dog",2.85083333333333
"411","site 3","coyote","dog",3.39277777777778
"412","site 3","coyote","dog",3.49472222222222
"413","site 3","coyote","dog",3.51333333333333
"414","site 3","coyote","dog",3.535
"415","site 3","coyote","dog",3.64305555555556
"416","site 3","coyote","dog",3.66833333333333
"417","site 3","coyote","dog",4.02972222222222
"418","site 3","coyote","dog",4.03111111111111
"419","site 3","coyote","dog",4.12222222222222
"420","site 3","coyote","dog",4.17194444444444
"421","site 3","coyote","dog",4.27722222222222
"422","site 3","coyote","dog",4.47972222222222
"423","site 3","coyote","dog",4.57222222222222
"424","site 3","coyote","dog",4.66833333333333
"425","site 3","coyote","dog",4.72777777777778
"426","site 3","coyote","dog",5.03611111111111
"427","site 3","coyote","dog",5.08166666666667
"428","site 3","coyote","dog",5.09555555555556
"429","site 3","coyote","dog",5.25805555555556
"430","site 3","coyote","dog",5.27166666666667
"431","site 3","coyote","dog",5.29611111111111
"432","site 3","coyote","dog",5.39638888888889
"433","site 3","coyote","dog",5.40638888888889
"434","site 3","coyote","dog",5.40777777777778
"435","site 3","coyote","dog",5.46916666666667
"436","site 3","coyote","dog",5.70027777777778
"437","site 3","coyote","dog",5.73944444444444
"438","site 3","coyote","dog",5.865
"439","site 3","coyote","dog",5.98805555555556
"440","site 3","coyote","dog",6.17694444444444
"441","site 3","coyote","dog",6.38944444444444
"442","site 3","coyote","dog",6.64055555555556
"443","site 3","coyote","dog",6.66972222222222
"444","site 3","coyote","dog",6.88
"445","site 3","coyote","dog",6.93416666666667
"446","site 3","coyote","dog",6.97166666666667
"447","site 3","coyote","dog",6.97305555555556
"448","site 3","coyote","dog",7.11583333333333
"449","site 3","coyote","dog",7.11722222222222
"450","site 3","coyote","dog",7.17388888888889
"451","site 3","coyote","dog",7.38472222222222
"452","site 3","coyote","dog",7.40277777777778
"453","site 3","coyote","dog",7.44972222222222
"454","site 3","coyote","dog",7.46388888888889
"455","site 3","coyote","dog",7.47666666666667
"456","site 3","coyote","dog",7.5325
"457","site 3","coyote","dog",7.73305555555556
"458","site 3","coyote","dog",7.78027777777778
"459","site 3","coyote","dog",8.39638888888889
"460","site 3","coyote","dog",8.4875
"461","site 3","coyote","dog",8.65027777777778
"462","site 3","coyote","dog",8.675
"463","site 3","coyote","dog",8.9175
"464","site 3","coyote","dog",8.93694444444444
"465","site 3","coyote","dog",8.97055555555556
"466","site 3","coyote","dog",9.22805555555555
"467","site 3","coyote","dog",9.30416666666667
"468","site 3","coyote","dog",9.38861111111111
"469","site 3","coyote","dog",9.54388888888889
"470","site 3","coyote","dog",9.73222222222222
"471","site 3","coyote","dog",10.2494444444444
"472","site 3","coyote","dog",10.5341666666667
"473","site 3","coyote","dog",10.5983333333333
"474","site 3","coyote","dog",10.7147222222222
"475","site 3","coyote","dog",10.8438888888889
"476","site 3","coyote","dog",11.0808333333333
"477","site 3","coyote","dog",11.175
"478","site 3","coyote","dog",11.2155555555556
"479","site 3","coyote","dog",11.2369444444444
"480","site 3","coyote","dog",11.6425
"481","site 3","coyote","dog",11.8355555555556
"482","site 3","coyote","dog",2.71055555555556
"483","site 3","coyote","dog",3.2525
"484","site 3","coyote","dog",3.35444444444444
"485","site 3","coyote","dog",3.37305555555556
"486","site 3","coyote","dog",3.39472222222222
"487","site 3","coyote","dog",3.50277777777778
"488","site 3","coyote","dog",3.52805555555556
"489","site 3","coyote","dog",3.88944444444444
"490","site 3","coyote","dog",3.89083333333333
"491","site 3","coyote","dog",3.98194444444444
"492","site 3","coyote","dog",4.03166666666667
"493","site 3","coyote","dog",4.13694444444444
"494","site 3","coyote","dog",4.33944444444444
"495","site 3","coyote","dog",4.43194444444444
"496","site 3","coyote","dog",4.52805555555556
"497","site 3","coyote","dog",4.5875
"498","site 3","coyote","dog",4.89583333333333
"499","site 3","coyote","dog",4.94138888888889
"500","site 3","coyote","dog",4.95527777777778
"501","site 3","coyote","dog",5.11777777777778
"502","site 3","coyote","dog",5.13138888888889
"503","site 3","coyote","dog",5.15583333333333
"504","site 3","coyote","dog",5.25611111111111
"505","site 3","coyote","dog",5.26611111111111
"506","site 3","coyote","dog",5.2675
"507","site 3","coyote","dog",5.32888888888889
"508","site 3","coyote","dog",5.56
"509","site 3","coyote","dog",5.59916666666667
"510","site 3","coyote","dog",5.72472222222222
"511","site 3","coyote","dog",5.84777777777778
"512","site 3","coyote","dog",6.03666666666667
"513","site 3","coyote","dog",6.24916666666667
"514","site 3","coyote","dog",6.50027777777778
"515","site 3","coyote","dog",6.52944444444444
"516","site 3","coyote","dog",6.73972222222222
"517","site 3","coyote","dog",6.79388888888889
"518","site 3","coyote","dog",6.83138888888889
"519","site 3","coyote","dog",6.83277777777778
"520","site 3","coyote","dog",6.97555555555556
"521","site 3","coyote","dog",6.97694444444444
"522","site 3","coyote","dog",7.03361111111111
"523","site 3","coyote","dog",7.24444444444444
"524","site 3","coyote","dog",7.2625
"525","site 3","coyote","dog",7.30944444444444
"526","site 3","coyote","dog",7.32361111111111
"527","site 3","coyote","dog",7.33638888888889
"528","site 3","coyote","dog",7.39222222222222
"529","site 3","coyote","dog",7.59277777777778
"530","site 3","coyote","dog",7.64
"531","site 3","coyote","dog",8.25611111111111
"532","site 3","coyote","dog",8.34722222222222
"533","site 3","coyote","dog",8.51
"534","site 3","coyote","dog",8.53472222222222
"535","site 3","coyote","dog",8.77722222222222
"536","site 3","coyote","dog",8.79666666666667
"537","site 3","coyote","dog",8.83027777777778
"538","site 3","coyote","dog",9.08777777777778
"539","site 3","coyote","dog",9.16388888888889
"540","site 3","coyote","dog",9.24833333333333
"541","site 3","coyote","dog",9.40361111111111
"542","site 3","coyote","dog",9.59194444444444
"543","site 3","coyote","dog",10.1091666666667
"544","site 3","coyote","dog",10.3938888888889
"545","site 3","coyote","dog",10.4580555555556
"546","site 3","coyote","dog",10.5744444444444
"547","site 3","coyote","dog",10.7036111111111
"548","site 3","coyote","dog",10.9405555555556
"549","site 3","coyote","dog",11.0347222222222
"550","site 3","coyote","dog",11.0752777777778
"551","site 3","coyote","dog",11.0966666666667
"552","site 3","coyote","dog",11.5022222222222
"553","site 3","coyote","dog",11.6952777777778
"554","site 3","dog","coyote",11.9119444444444
"555","site 3","dog","coyote",11.8988888888889
"556","site 3","dog","coyote",11.8975
"557","site 3","dog","coyote",11.7972222222222
"558","site 3","dog","coyote",11.7280555555556
"559","site 3","dog","coyote",11.71
"560","site 3","dog","coyote",11.6608333333333
"561","site 3","dog","coyote",11.6397222222222
"562","site 3","dog","coyote",11.6383333333333
"563","site 3","dog","coyote",11.6136111111111
"564","site 3","dog","coyote",11.54
"565","site 3","dog","coyote",11.4883333333333
"566","site 3","dog","coyote",11.465
"567","site 3","dog","coyote",11.4375
"568","site 3","dog","coyote",11.3872222222222
"569","site 3","dog","coyote",11.3197222222222
"570","site 3","dog","coyote",10.8258333333333
"571","site 3","dog","coyote",10.8244444444444
"572","site 3","dog","coyote",10.4138888888889
"573","site 3","dog","coyote",10.3155555555556
"574","site 3","dog","coyote",10.2886111111111
"575","site 3","dog","coyote",10.2766666666667
"576","site 3","dog","coyote",10.2594444444444
"577","site 3","dog","coyote",10.2302777777778
"578","site 3","dog","coyote",10.1175
"579","site 3","dog","coyote",9.82361111111111
"580","site 3","dog","coyote",9.52166666666667
"581","site 3","dog","coyote",9.3825
"582","site 3","dog","coyote",9.3225
"583","site 3","dog","coyote",9.28
"584","site 3","dog","coyote",9.2325
"585","site 3","dog","coyote",9.05611111111111
"586","site 3","dog","coyote",8.52166666666667
"587","site 3","dog","coyote",8.38583333333333
"588","site 3","dog","coyote",8.27194444444445
"589","site 3","dog","coyote",8.20583333333333
"590","site 3","dog","coyote",8.13166666666667
"591","site 3","dog","coyote",8.08555555555555
"592","site 3","dog","coyote",8.07333333333333
"593","site 3","dog","coyote",8.03305555555556
"594","site 3","dog","coyote",7.97944444444444
"595","site 3","dog","coyote",7.92833333333333
"596","site 3","dog","coyote",7.91583333333333
"597","site 3","dog","coyote",7.86138888888889
"598","site 3","dog","coyote",7.8425
"599","site 3","dog","coyote",7.76305555555556
"600","site 3","dog","coyote",7.74277777777778
"601","site 3","dog","coyote",7.67833333333333
"602","site 3","dog","coyote",7.57444444444444
"603","site 3","dog","coyote",7.55611111111111
"604","site 3","dog","coyote",7.50194444444444
"605","site 3","dog","coyote",7.30472222222222
"606","site 3","dog","coyote",7.21361111111111
"607","site 3","dog","coyote",7.13027777777778
"608","site 3","dog","coyote",7.10277777777778
"609","site 3","dog","coyote",7.08
"610","site 3","dog","coyote",7.06194444444444
"611","site 3","dog","coyote",7.00888888888889
"612","site 3","dog","coyote",6.94277777777778
"613","site 3","dog","coyote",6.93222222222222
"614","site 3","dog","coyote",6.84888888888889
"615","site 3","dog","coyote",6.82055555555556
"616","site 3","dog","coyote",6.735
"617","site 3","dog","coyote",6.65361111111111
"618","site 3","dog","coyote",6.59861111111111
"619","site 3","dog","coyote",6.48972222222222
"620","site 3","dog","coyote",6.47916666666667
"621","site 3","dog","coyote",6.31194444444444
"622","site 3","dog","coyote",6.24444444444444
"623","site 3","dog","coyote",6.23083333333333
"624","site 3","dog","coyote",6.20666666666667
"625","site 3","dog","coyote",6.145
"626","site 3","dog","coyote",6.0975
"627","site 3","dog","coyote",6.05027777777778
"628","site 3","dog","coyote",6.03194444444444
"629","site 3","dog","coyote",6.01888888888889
"630","site 3","dog","coyote",6.005
"631","site 3","dog","coyote",5.98194444444444
"632","site 3","dog","coyote",5.94972222222222
"633","site 3","dog","coyote",5.87805555555556
"634","site 3","dog","coyote",5.82583333333333
"635","site 3","dog","coyote",5.75111111111111
"636","site 3","dog","coyote",5.73
"637","site 3","dog","coyote",5.72861111111111
"638","site 3","dog","coyote",5.6325
"639","site 3","dog","coyote",5.59888888888889
"640","site 3","dog","coyote",5.55277777777778
"641","site 3","dog","coyote",5.5375
"642","site 3","dog","coyote",5.48555555555556
"643","site 3","dog","coyote",5.47277777777778
"644","site 3","dog","coyote",5.4425
"645","site 3","dog","coyote",5.40527777777778
"646","site 3","dog","coyote",5.375
"647","site 3","dog","coyote",5.31861111111111
